age,gender,dress,wind_speed,BMI,height,RH,in_car_temperature,PMV,PPD,M,need_temperature,The_wind_type,wind_scale,direction
中年,女,冬装,低风,34.3,1.58,69.6,12,-3.46,99.9,1.007791661,24.5,暖气,大风,中
少年,男,春秋装,中风,19.7,1.61,76.5,15.7,-3.29,99.8,1.233746762,21.5,暖气,大风,中
少年,女,夏装,中风,34.4,1.57,53.3,25.8,-1.17,33.9,1.114574224,无,无,无,无
少年,男,夏装,低风,20.5,1.79,62.5,24.1,-0.93,23.4,1.237612061,无,无,无,无
中年,男,冬装,大风,16,1.84,57.7,0.2,-6.81,100,1.038426454,24.5,暖气,大风,中
童年,女,春秋装,低风,24.3,1.46,59.6,15.5,-2.94,98.8,1.178364473,25,暖气,中风,上
童年,男,夏装,无风,19.5,1.62,34,40.2,5.09,100,1.260778104,24,冷气,大风,中
中年,女,春秋装,低风,18.2,1.52,66,16.3,-3.35,99.9,1.005121231,25.5,暖气,大风,中
青年,男,春秋装,大风,22.7,1.65,67.7,20.3,-2.76,97.4,1.176921737,21.5,暖气,中风,上
青年,男,春秋装,大风,33.5,1.72,72.3,21.4,-2.07,79.9,1.238606914,21.5,暖气,低风,下
青年,女,春秋装,无风,31.7,1.54,61.4,19.4,-1.53,52.6,1.078167981,24.5,暖气,低风,下
童年,男,夏装,大风,20.2,1.48,32.7,38.3,5.56,100,1.271010314,19.5,冷气,大风,中
老年,女,冬装,中风,16,1.61,70.7,11.5,-4.89,100,0.939973836,22.5,暖气,大风,中
老年,男,春秋装,中风,26.4,1.78,68.2,18.9,-3.32,99.9,1.074597654,21.5,暖气,大风,中
青年,女,春秋装,无风,29.3,1.64,56.4,21.1,-1.09,29.9,1.058964877,无,无,无,无
中年,女,冬装,中风,25.7,1.59,67.9,3.7,-5.67,100,0.999666684,24.5,暖气,大风,中
青年,男,冬装,低风,15.1,1.81,56.8,5,-4.03,100,1.129487489,24,暖气,大风,中
青年,女,春秋装,大风,27.7,1.68,58,20.1,-3.43,99.9,1.051812275,21.5,暖气,大风,中
少年,女,冬装,大风,15.1,1.66,69.7,0.9,-6.11,100,1.112878625,24.5,暖气,大风,中
青年,女,夏装,大风,22.9,1.5,33.8,42.1,8.91,100,1.09225235,18.5,冷气,大风,中
少年,男,春秋装,无风,34.4,1.73,59.6,17,-1.51,51.5,1.297946708,23,暖气,低风,下
中年,男,夏装,低风,28.4,1.63,51.5,23.7,-1.49,50.3,1.113271343,无,无,无,无
少年,女,冬装,中风,33.3,1.69,84.5,6.2,-4.45,100,1.08985911,23.5,暖气,大风,中
青年,女,春秋装,大风,17.4,1.63,79.6,17.8,-3.65,100,1.062835264,21.5,暖气,大风,中
中年,男,春秋装,大风,23.8,1.79,55.5,18.6,-3.86,100,1.103592694,21.5,暖气,大风,中
少年,男,夏装,无风,20.8,1.62,47.7,36,3.64,100,1.239616718,24.5,冷气,大风,中
青年,男,春秋装,低风,30.8,1.84,45.9,20.9,-1.51,51.5,1.233867185,25.5,暖气,低风,下
青年,女,夏装,中风,27.5,1.54,42.4,32.6,1.94,74.1,1.079927174,20.5,通风,低风,下
童年,女,夏装,大风,15.7,1.53,52.4,31.2,1.02,26.8,1.173471139,20.5,通风,低风,下
少年,男,春秋装,大风,15.9,1.81,51.1,20.1,-2.81,97.9,1.208821548,21.5,暖气,中风,上
中年,男,冬装,大风,18.1,1.77,58.8,3.9,-5.7,100,1.050306576,24.5,暖气,大风,中
少年,女,冬装,大风,30,1.53,69.6,2.2,-5.67,100,1.129211554,24.5,暖气,大风,中
中年,男,春秋装,中风,28.4,1.83,63.8,16.5,-3.44,99.9,1.142223256,21.5,暖气,大风,中
少年,男,冬装,无风,34.8,1.72,60.2,11,-2.12,81.9,1.299170341,22,暖气,低风,下
中年,男,冬装,中风,23.6,1.81,58.4,1.2,-5.7,100,1.104796425,24.5,暖气,大风,中
中年,男,冬装,中风,32.3,1.84,62.2,1.3,-5.32,100,1.167602178,24.5,暖气,大风,中
青年,男,夏装,低风,24.6,1.62,42,38.3,5.02,100,1.186632036,19.5,冷气,大风,中
中年,男,春秋装,大风,32.6,1.64,56.3,20.4,-2.92,98.7,1.14147081,21.5,暖气,中风,上
少年,男,冬装,低风,17.9,1.78,71.9,12.1,-2.63,95.8,1.222078988,23.5,暖气,中风,上
老年,女,冬装,中风,20.5,1.52,60.2,14.5,-3.7,100,0.962283257,22.5,暖气,大风,中
少年,女,夏装,大风,16.8,1.56,43.7,33.3,2.39,90.8,1.139602123,20.5,冷气,低风,下
少年,女,春秋装,无风,23.2,1.69,64,16.9,-1.92,73.1,1.096885984,23.5,暖气,低风,下
少年,女,夏装,中风,32.9,1.68,48.8,33.9,2.89,98.5,1.092056113,20.5,冷气,中风,上
童年,男,夏装,大风,16.3,1.52,55.5,24.1,-1.99,76.3,1.249021772,21.5,暖气,低风,下
少年,女,夏装,低风,30.1,1.53,41.2,39.5,5.78,100,1.129091775,19.5,冷气,大风,中
少年,女,夏装,中风,34.7,1.72,46.2,28.7,0.17,5.6,1.083516061,无,无,无,无
中年,女,夏装,低风,32,1.66,21.7,48.8,11.46,100,0.995954652,18.5,冷气,大风,中
少年,女,冬装,大风,26,1.71,66.7,14.1,-3.41,99.9,1.090421237,22.5,暖气,大风,中
青年,女,夏装,低风,33,1.6,18.4,48.2,10.45,100,1.065815344,18.5,冷气,大风,中
青年,女,春秋装,低风,28.4,1.69,59.8,15.2,-3.56,100,1.050087312,25.5,暖气,大风,中
老年,女,冬装,无风,18.3,1.55,56.2,10.7,-3.41,99.9,0.953784991,24,暖气,大风,中
青年,男,春秋装,无风,16.4,1.63,43.5,21.6,-0.9,22,1.130206959,无,无,无,无
少年,男,夏装,中风,25.7,1.66,21.8,45.3,9.12,100,1.263429489,18.5,冷气,大风,中
童年,女,冬装,大风,33.7,1.61,61.8,6.4,-4.63,100,1.121190279,23.5,暖气,大风,中
童年,男,春秋装,中风,15.6,1.48,58.3,21.7,-1.67,60.1,1.247971936,21.5,暖气,低风,下
中年,男,夏装,无风,25.7,1.77,48.3,24.1,-0.58,12,1.115221358,无,无,无,无
老年,男,夏装,中风,28.4,1.76,35.8,42.1,8.26,100,1.086445189,18.5,冷气,大风,中
童年,男,夏装,低风,20.9,1.48,26.4,39.1,5.01,100,1.274170256,19.5,冷气,大风,中
中年,女,冬装,中风,25.1,1.66,67.4,8.1,-4.54,100,0.988996655,23.5,暖气,大风,中
老年,男,夏装,无风,17.9,1.78,49.6,27.3,0.43,8.8,0.994021451,无,无,无,无
青年,女,夏装,低风,16.5,1.57,48.5,30.5,1.03,27.4,1.077929075,20.5,通风,低风,下
老年,男,夏装,无风,27.8,1.7,44.9,26.4,0.14,5.4,1.070556147,无,无,无,无
青年,男,夏装,大风,26.4,1.68,23.8,47.8,12.15,100,1.200902431,18.5,冷气,大风,中
童年,女,夏装,无风,18.6,1.51,36.6,40.2,5.28,100,1.173590648,18.5,冷气,大风,中
童年,男,冬装,中风,20.5,1.57,81.5,1.8,-4.69,100,1.267714315,24.5,暖气,大风,中
少年,女,春秋装,无风,26.5,1.53,78.1,19.4,-1.34,42.2,1.133653661,无,无,无,无
青年,女,夏装,无风,17.1,1.66,47.2,25.5,-0.18,5.7,1.056043226,无,无,无,无
老年,男,春秋装,低风,23.3,1.71,64.1,21.4,-1.79,66.5,1.034792031,26,暖气,低风,下
老年,女,春秋装,无风,29.8,1.7,59.9,18.6,-2.29,87.9,0.956531545,25,暖气,低风,下
青年,女,冬装,中风,24.6,1.65,57.2,12.2,-3.85,100,1.057521059,22.5,暖气,大风,中
少年,男,夏装,大风,34.5,1.74,40.2,35.2,3.62,100,1.298416307,19.5,冷气,大风,中
老年,男,春秋装,低风,34.5,1.79,58.8,21.4,-1.54,52.9,1.132804472,25.5,暖气,低风,下
少年,男,冬装,无风,30.4,1.83,61.1,13.1,-1.72,62.8,1.284745591,22,暖气,低风,下
老年,男,夏装,大风,25,1.67,53.9,26.1,-1.64,58.4,1.04169179,21.5,暖气,低风,下
老年,男,冬装,低风,21,1.65,82.3,6.2,-4.29,100,1.000305483,24,暖气,大风,中
少年,男,冬装,无风,25.3,1.62,62.1,6.7,-2.57,94.8,1.261661268,22,暖气,中风,上
老年,女,春秋装,无风,25.4,1.67,76.5,16,-2.77,97.5,0.95189978,24.5,暖气,中风,上
中年,男,冬装,无风,23.2,1.8,72.7,3.8,-3.56,100,1.100215818,23.5,暖气,大风,中
青年,男,春秋装,低风,24.7,1.82,75.4,19.5,-1.91,72.4,1.200039498,25,暖气,低风,下
中年,女,冬装,中风,16.4,1.61,70.3,14.2,-3.55,100,0.985955783,22.5,暖气,大风,中
老年,女,冬装,大风,15.5,1.69,66.6,1.6,-7.59,100,0.927778901,24.5,暖气,大风,中
青年,男,夏装,中风,35,1.76,48,30.9,1.09,30.3,1.247597101,20.5,通风,低风,下
青年,男,夏装,中风,24.6,1.8,60.1,23,-2.2,84.9,1.198193496,21.5,暖气,低风,下
少年,女,春秋装,低风,26.8,1.75,65.4,20,-2.15,83.1,1.081866428,26,暖气,低风,下
少年,男,春秋装,无风,19.6,1.85,56.8,16.7,-1.72,62.9,1.23271051,23.5,暖气,低风,下
中年,女,夏装,中风,19.9,1.6,72.4,23.9,-2.49,93.3,0.992112583,21.5,暖气,低风,下
中年,男,冬装,中风,33.9,1.65,51.7,7.8,-3.85,100,1.150515793,23.5,暖气,大风,中
老年,男,春秋装,无风,25.3,1.76,74.8,16,-2.21,85.2,1.061910641,23.5,暖气,低风,下
少年,女,春秋装,中风,30.8,1.71,48.7,20.1,-2.89,98.5,1.087433388,21.5,暖气,中风,上
中年,女,夏装,中风,20.5,1.68,59.6,23.3,-3.02,99.2,0.980379695,21.5,暖气,大风,中
中年,男,春秋装,无风,27.1,1.8,66.5,18.4,-1.43,47.4,1.129391674,无,无,无,无
老年,女,春秋装,无风,21.7,1.62,41.8,20.7,-1.71,62.2,0.950666707,26,暖气,低风,下
童年,男,春秋装,无风,26.7,1.48,67.9,19.8,-1,26.2,1.297493227,无,无,无,无
中年,女,冬装,低风,28.7,1.6,61,3.1,-5.12,100,1.000832867,26,暖气,大风,中
少年,男,春秋装,无风,19.7,1.8,68.9,16,-1.85,69.5,1.233044445,23,暖气,低风,下
老年,女,夏装,大风,26.7,1.54,35.8,42.9,10.4,100,0.96885583,18.5,冷气,大风,中
少年,男,夏装,大风,33.5,1.63,56,30.8,0.96,24.3,1.293927704,20.5,通风,低风,下
中年,女,冬装,无风,16.5,1.57,60.8,6.1,-3.59,100,0.993512646,23.5,暖气,大风,中
少年,男,夏装,大风,27,1.82,28.3,39.3,6.15,100,1.270415235,19.5,冷气,大风,中
老年,女,夏装,低风,16.2,1.75,49.6,23.3,-2.63,95.7,0.922506424,21.5,暖气,中风,上
少年,女,冬装,低风,27.1,1.69,62.4,13.4,-2.76,97.4,1.093880201,24.5,暖气,中风,上
青年,男,夏装,低风,18.5,1.64,48.1,31.3,1.51,51.6,1.147262315,20.5,通风,低风,下
中年,男,冬装,中风,16.9,1.74,66.4,7.2,-4.52,100,1.033608063,23.5,暖气,大风,中
老年,男,夏装,低风,32.4,1.64,46.5,22.7,-2.02,77.5,1.091802,21.5,暖气,低风,下
老年,男,夏装,无风,26.8,1.83,22.6,45.8,7.66,100,1.086587672,18.5,冷气,大风,中
中年,女,冬装,中风,30.9,1.61,65.5,0.6,-6.52,100,1.0012899,24.5,暖气,大风,中
中年,女,春秋装,大风,29,1.62,61,19.4,-4.02,100,0.998330682,21.5,暖气,大风,中
童年,男,春秋装,大风,21.2,1.41,65.4,17.7,-2.87,98.4,1.280155,21.5,暖气,中风,上
童年,女,春秋装,低风,30.6,1.46,52.6,15.9,-2.89,98.5,1.166406507,25,暖气,中风,上
青年,男,冬装,无风,16.9,1.79,60.9,0.8,-4.02,100,1.143711928,24,暖气,大风,中
老年,男,夏装,大风,18.6,1.72,29.1,43.2,10.35,100,0.989899941,18.5,冷气,大风,中
青年,男,春秋装,中风,25,1.63,59.4,20.6,-2.25,86.6,1.189641625,21.5,暖气,低风,下
少年,男,春秋装,中风,27.7,1.72,56.5,19.1,-2.54,94.2,1.272422317,21.5,暖气,中风,上
少年,男,夏装,低风,21.5,1.72,50.3,34.6,3.2,99.7,1.242936711,20.5,冷气,大风,中
童年,女,夏装,中风,16.6,1.54,43,27.5,-0.29,6.8,1.167886782,无,无,无,无
童年,女,春秋装,无风,17.4,1.58,63.2,19.8,-1.27,38.5,1.153057933,无,无,无,无
老年,女,夏装,无风,17.4,1.73,41.2,37.5,4.58,100,0.928061926,19.5,冷气,大风,中
中年,女,春秋装,无风,31.9,1.54,47.9,15.4,-2.69,96.6,1.01189888,24.5,暖气,中风,上
老年,女,冬装,低风,31.7,1.73,83.5,11.4,-4,100,0.957071406,25,暖气,大风,中
少年,男,夏装,大风,31.4,1.61,18.3,45,9.63,100,1.286405585,18.5,冷气,大风,中
青年,男,夏装,中风,16.4,1.62,32.9,38.8,5.84,100,1.129614429,19.5,冷气,大风,中
青年,男,冬装,低风,16.2,1.63,64.4,14.7,-2.29,88,1.128564087,24,暖气,低风,下
中年,男,春秋装,中风,22.5,1.72,62.4,15.3,-4.16,100,1.082880106,21.5,暖气,大风,中
童年,男,冬装,中风,18.1,1.52,54.4,7.3,-3.53,100,1.25849427,23.5,暖气,大风,中
少年,女,冬装,无风,26.1,1.57,60.9,2.2,-3.82,100,1.123290567,24,暖气,大风,中
少年,女,冬装,无风,15.9,1.54,64.2,12.8,-2.06,79.5,1.147626022,23,暖气,低风,下
老年,男,春秋装,大风,18.8,1.61,51.4,16.5,-4.99,100,0.968228163,21.5,暖气,大风,中
老年,女,夏装,中风,19.4,1.74,42.3,36.7,4.95,100,0.932084289,19.5,冷气,大风,中
童年,男,春秋装,大风,21.9,1.48,54.8,16.7,-3.27,99.8,1.278544208,21.5,暖气,大风,中
少年,女,冬装,中风,33.5,1.57,63.9,7.8,-3.97,100,1.115414135,23.5,暖气,大风,中
童年,女,夏装,低风,31,1.59,38.9,39.7,5.85,100,1.129074513,19.5,冷气,大风,中
中年,女,夏装,大风,34,1.58,41.6,25.7,-2.11,81.6,1.007590456,21.5,暖气,低风,下
老年,男,冬装,中风,20.3,1.75,64.6,4.8,-5.28,100,1.01384663,24.5,暖气,大风,中
青年,男,春秋装,无风,18.1,1.65,66.9,16.1,-2.02,77.6,1.144847041,23.5,暖气,低风,下
青年,男,夏装,低风,21.3,1.78,33.9,37.3,4.41,100,1.175917917,19.5,冷气,大风,中
青年,男,冬装,无风,17,1.74,63.6,2,-3.79,100,1.141594861,23.5,暖气,大风,中
童年,男,夏装,低风,15.3,1.64,12.6,45.4,7.9,100,1.236704899,18.5,冷气,大风,中
少年,男,春秋装,中风,17.7,1.83,53.9,19.2,-2.69,96.7,1.22085274,21.5,暖气,中风,上
中年,男,冬装,中风,30.3,1.72,69.2,6.3,-4.23,100,1.139338544,23.5,暖气,大风,中
中年,男,春秋装,大风,23.8,1.7,61.1,17,-3.94,100,1.090418223,21.5,暖气,大风,中
少年,男,夏装,低风,31.4,1.77,15.7,43.1,6.69,100,1.287734306,18.5,冷气,大风,中
童年,男,夏装,中风,21.2,1.61,44.6,31,1.15,32.7,1.269424125,20.5,通风,低风,下
青年,男,夏装,无风,29.5,1.61,49.6,26.7,0.41,8.5,1.212607414,无,无,无,无
青年,男,春秋装,无风,26.2,1.83,71.6,16.4,-1.78,66.2,1.209356232,23,暖气,低风,下
童年,女,春秋装,中风,18.7,1.45,74,18.7,-2.88,98.4,1.195089542,21.5,暖气,中风,上
老年,男,春秋装,无风,21.8,1.63,77.5,18.9,-1.78,66,1.003830639,24,暖气,低风,下
少年,女,冬装,低风,23.6,1.72,69.8,10,-3.66,100,1.08994665,24.5,暖气,大风,中
中年,女,春秋装,低风,27.4,1.68,56.8,21.6,-1.95,74.4,0.988962055,21.5,暖气,低风,下
少年,女,夏装,低风,25.4,1.62,50.5,28,0.33,7.2,1.111359525,无,无,无,无
老年,男,夏装,中风,32.8,1.78,58,25.7,-1.17,33.7,1.12049611,无,无,无,无
青年,男,冬装,低风,18.3,1.74,73.6,7,-3.45,99.9,1.151832911,23.5,暖气,大风,中
青年,女,冬装,中风,31.3,1.68,60.7,5.8,-4.81,100,1.051855142,23.5,暖气,大风,中
少年,女,冬装,大风,16.2,1.71,62.4,7.4,-4.47,100,1.098447484,23.5,暖气,大风,中
老年,女,夏装,低风,34.8,1.69,33.1,36.2,4.09,100,0.964697617,19.5,冷气,大风,中
老年,男,春秋装,低风,21.7,1.83,65.9,19.6,-2.43,91.9,1.042575988,26,暖气,低风,下
童年,女,春秋装,大风,21.1,1.64,56.8,17.9,-3.42,99.9,1.129163869,21.5,暖气,大风,中
老年,男,夏装,无风,33.3,1.63,50,33.3,2.66,96.1,1.095754686,20.5,冷气,中风,上
少年,男,春秋装,中风,15.8,1.67,57.3,21.9,-1.7,62,1.209257627,21.5,暖气,低风,下
中年,男,夏装,无风,20.3,1.64,18.8,47.3,8.4,100,1.051064045,18.5,冷气,大风,中
老年,女,春秋装,大风,17,1.71,60,16.2,-5.51,100,0.929317717,21.5,暖气,大风,中
少年,男,冬装,中风,19.6,1.83,64.4,9.1,-3.19,99.7,1.232590826,23.5,暖气,大风,中
少年,男,夏装,中风,29.3,1.65,37.5,40.6,6.59,100,1.278560245,18.5,冷气,大风,中
中年,女,冬装,低风,24.4,1.55,50.6,8.1,-3.87,100,1.004948573,25,暖气,大风,中
青年,男,冬装,中风,20.2,1.68,61,4,-4.7,100,1.162096673,24.5,暖气,大风,中
少年,女,夏装,大风,26.4,1.52,55.4,27.5,-0.55,11.4,1.136619084,无,无,无,无
中年,女,冬装,大风,23.7,1.74,60.1,12.6,-4.57,100,0.976981233,22.5,暖气,大风,中
老年,男,夏装,大风,18.3,1.64,30.2,42.7,10.09,100,0.969496035,18.5,冷气,大风,中
青年,女,夏装,大风,22,1.57,58.2,23.6,-2.9,98.6,1.075389372,21.5,暖气,中风,上
少年,男,春秋装,无风,16.1,1.8,65.3,21.1,-0.79,18.2,1.210224888,无,无,无,无
童年,女,冬装,大风,31.3,1.65,67.6,14.6,-3.15,99.6,1.114424212,22.5,暖气,大风,中
中年,男,冬装,无风,21.7,1.83,67.1,1.2,-4.14,100,1.091938978,24,暖气,大风,中
青年,男,春秋装,中风,16.8,1.78,64,19.9,-2.66,96.2,1.142308927,21.5,暖气,中风,上
童年,女,冬装,低风,25.7,1.57,79.6,6.1,-3.68,100,1.141567264,23.5,暖气,大风,中
老年,女,冬装,中风,20.8,1.72,60.4,5.6,-5.83,100,0.937478899,23.5,暖气,大风,中
童年,女,冬装,中风,15.8,1.59,67.6,9.1,-3.47,99.9,1.153151592,23.5,暖气,大风,中
老年,男,春秋装,低风,32.3,1.79,57.6,19.5,-2.25,86.7,1.118977352,26,暖气,低风,下
童年,男,夏装,大风,33,1.54,38.5,33.7,2.64,96,1.316221382,20.5,冷气,中风,上
童年,女,冬装,无风,24,1.54,61.3,11,-2.45,92.4,1.153085299,23,暖气,低风,下
中年,女,夏装,中风,34.2,1.7,48.5,27.2,-0.84,20,0.993487353,无,无,无,无
青年,男,夏装,中风,29.5,1.72,36.9,36,3.98,100,1.219872259,19.5,冷气,大风,中
中年,男,春秋装,低风,23.5,1.8,66.7,19.3,-2.33,89,1.102616557,25.5,暖气,低风,下
中年,男,春秋装,低风,15.1,1.75,52.8,21.5,-1.89,71.6,1.015490641,26.5,暖气,低风,下
青年,男,冬装,低风,16.7,1.77,73.2,3.2,-4.35,100,1.140903315,24.5,暖气,大风,中
中年,女,夏装,中风,15.7,1.67,41.8,32.8,1.97,75.3,0.974542444,20.5,通风,低风,下
老年,女,冬装,中风,15.7,1.56,66.5,0.3,-7.26,100,0.946939456,24.5,暖气,大风,中
青年,女,夏装,中风,17.4,1.57,49.5,22.1,-3.2,99.7,1.077475528,21.5,暖气,大风,中
少年,女,冬装,大风,16.5,1.65,55.4,1.9,-5.86,100,1.113809504,24.5,暖气,大风,中
青年,男,冬装,大风,25,1.73,71.7,1,-5.6,100,1.196130962,24.5,暖气,大风,中
老年,男,夏装,无风,31.4,1.65,46.9,32.4,2.24,86.3,1.086990174,20.5,冷气,低风,下
少年,男,冬装,中风,33.1,1.67,64.2,7.4,-3.37,99.9,1.292824065,23.5,暖气,大风,中
少年,男,夏装,低风,34.5,1.61,47.2,38.6,5.04,100,1.297193632,19.5,冷气,大风,中
中年,男,冬装,无风,34.3,1.85,66.8,2.4,-3.59,100,1.180013468,23.5,暖气,大风,中
童年,男,冬装,低风,30.2,1.51,52.2,9.6,-2.44,92.1,1.308330014,23.5,暖气,低风,下
少年,女,春秋装,大风,21.1,1.71,57.2,15.3,-4.61,100,1.094049849,21.5,暖气,大风,中
老年,男,春秋装,低风,18.3,1.81,76.2,15.1,-3.73,100,1.004137826,25.5,暖气,大风,中
少年,男,冬装,中风,28.5,1.78,75.9,1.3,-4.78,100,1.27636873,24.5,暖气,大风,中
少年,女,冬装,低风,22.6,1.7,62.7,10.5,-3.53,100,1.095109763,24.5,暖气,大风,中
童年,女,夏装,中风,27.8,1.63,32.5,31.9,1.4,45.8,1.122942702,20.5,通风,低风,下
童年,女,春秋装,大风,18,1.63,40,18.8,-3.7,100,1.136838746,21.5,暖气,大风,中
老年,男,春秋装,低风,18.9,1.61,71,16.2,-3.64,100,0.969326229,26,暖气,大风,中
老年,女,冬装,大风,27.8,1.67,60.3,6.1,-5.85,100,0.95602043,23.5,暖气,大风,中
青年,男,冬装,低风,24.2,1.67,76,14.8,-2.04,78.7,1.187506597,23.5,暖气,低风,下
少年,男,春秋装,中风,19.4,1.72,56.6,19.5,-2.53,94.1,1.231243784,21.5,暖气,中风,上
中年,男,春秋装,无风,30,1.74,47.4,18.5,-1.74,63.9,1.140298626,24.5,暖气,低风,下
老年,女,冬装,中风,20.9,1.61,67,9.4,-4.54,100,0.950387408,23.5,暖气,大风,中
少年,男,冬装,大风,25.8,1.61,58.9,11.4,-3.54,100,1.263919745,22.5,暖气,大风,中
童年,男,夏装,低风,19.6,1.45,45.6,25.1,-0.6,12.5,1.270219176,无,无,无,无
老年,女,春秋装,大风,31.4,1.61,79.2,17,-4.63,100,0.967287987,21.5,暖气,大风,中
中年,男,春秋装,大风,27.1,1.84,61.5,21.3,-2.52,93.9,1.134747919,21.5,暖气,中风,上
中年,女,春秋装,无风,21.9,1.54,54.7,17.8,-1.95,74.4,1.004582703,24,暖气,低风,下
童年,男,夏装,中风,30.9,1.46,14.7,47.1,9.77,100,1.312572569,18.5,冷气,大风,中
青年,男,冬装,大风,27.9,1.67,63.1,6.6,-4.17,100,1.208380233,23.5,暖气,大风,中
老年,女,冬装,无风,29.7,1.64,64.9,3.6,-4.44,100,0.961903791,25,暖气,大风,中
中年,女,春秋装,大风,31.6,1.58,71.4,18.7,-4.25,100,1.00591326,21.5,暖气,大风,中
中年,女,冬装,无风,31.6,1.63,74.8,8.5,-2.96,98.9,0.99927607,23.5,暖气,中风,上
少年,女,夏装,大风,21.4,1.74,29.8,35,3.47,99.9,1.087143139,19.5,冷气,大风,中
童年,女,冬装,中风,31.5,1.57,61,10.2,-4.07,100,1.133557852,22.5,暖气,大风,中
少年,女,夏装,低风,27.1,1.71,21.3,49.7,11.22,100,1.089692185,18.5,冷气,大风,中
中年,男,冬装,低风,25.4,1.82,58.2,8.6,-3.25,99.8,1.119927473,24,暖气,大风,中
中年,女,夏装,大风,28.7,1.56,48.6,33.3,2.41,91.4,1.006703555,20.5,冷气,低风,下
中年,男,春秋装,无风,15.1,1.71,63.8,17.1,-2.1,81.1,1.00938801,24,暖气,低风,下
童年,男,春秋装,中风,15.7,1.44,66.8,17.5,-2.66,96.2,1.251698599,21.5,暖气,中风,上
老年,女,冬装,大风,17.8,1.57,66.7,10.4,-5.6,100,0.949784565,22.5,暖气,大风,中
少年,男,冬装,低风,19.6,1.71,51.6,12.1,-2.66,96.2,1.232427813,24,暖气,中风,上
童年,女,夏装,中风,32.2,1.56,13.5,46.1,10.14,100,1.135269313,18.5,冷气,大风,中
青年,男,春秋装,大风,27,1.67,75.6,15.5,-3.92,100,1.20355278,21.5,暖气,大风,中
童年,女,夏装,低风,16.1,1.51,20.9,47.9,9.63,100,1.179583504,18.5,冷气,大风,中
青年,男,春秋装,低风,31.1,1.76,67.8,21.1,-1.34,42.1,1.230243726,无,无,无,无
童年,男,夏装,大风,18.8,1.42,54.3,31.3,1.23,36.8,1.268749825,20.5,通风,低风,下
少年,女,春秋装,低风,23.2,1.7,63.9,21.4,-1.61,57,1.09463185,25.5,暖气,低风,下
青年,女,冬装,低风,23.9,1.51,76.4,7.1,-3.68,100,1.089025318,24,暖气,大风,中
少年,女,夏装,大风,26.3,1.72,36.3,37,5.08,100,1.088148458,19.5,冷气,大风,中
老年,男,春秋装,低风,20.1,1.81,57.3,17.6,-2.86,98.3,1.023191767,25.5,暖气,中风,上
少年,男,春秋装,中风,27.8,1.72,51,19.5,-2.42,91.7,1.272845322,21.5,暖气,低风,下
老年,男,冬装,中风,25.9,1.68,43.9,6.5,-4.67,100,1.051343622,23.5,暖气,大风,中
童年,女,春秋装,中风,29.3,1.63,57.6,15.4,-3.96,100,1.121210128,21.5,暖气,大风,中
少年,男,夏装,无风,16.2,1.79,25.7,42.3,5.88,100,1.210936171,18.5,冷气,大风,中
中年,男,冬装,中风,25,1.75,57.5,2.8,-5.29,100,1.107147161,24.5,暖气,大风,中
少年,女,春秋装,大风,25.4,1.66,75.2,17.1,-3.77,100,1.101865628,21.5,暖气,大风,中
少年,女,冬装,无风,18.5,1.53,63.4,7.6,-2.69,96.6,1.146035239,22.5,暖气,中风,上
少年,女,冬装,低风,27.9,1.52,64.8,8.6,-3.17,99.6,1.134586677,24,暖气,大风,中
